ProductName,Stars,Ratings,Reviews,CurrentPrice,MRP,Processor,RAM,Storage,ImageURL
MSI GF63 Thin Core i5 11th Gen,4.5,2432,305,63000,83990,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ktlu9ow0/computer/4/n/m/gf63-thin-10uc-607in-gaming-laptop-msi-original-imag6xfuxzmukmuq.jpeg?q=70
MSI GF63 Thin Core i7 9th Gen,4.5,1665,232,66990,104990,Intel Core i7 Processor (9th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kb1470w0/computer/z/5/f/msi-na-gaming-laptop-original-imafsh7ahbgkmvtm.jpeg?q=70
HP 15,4.5,1238,158,63990,70172,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kq8dua80/computer/s/2/v/na-gaming-laptop-hp-original-imag4agxntky6zuv.jpeg?q=70
HP Pavilion Gaming Core i5 11th Gen,4.4,471,55,73900,84333,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/krjjde80/computer/b/q/h/na-gaming-laptop-hp-original-imag5bg5uwgmhmqj.jpeg?q=70
MSI Stealth GS77 Core i7 12th Gen,0,0,0,314990,335990,Intel Core i7 Processor (12th Gen),32 GB DDR5 RAM,2 TB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/r/8/t/gs77-12ugs-gaming-laptop-msi-original-imaghduqyysk3mtd.jpeg?q=70
HP Pavilion Gaming Ryzen 5 Quad Core 3550H,4.2,15455,2053,54990,56144,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/kcm9t3k0/computer/q/x/r/hp-na-gaming-laptop-original-imaftpesbvfxgw9t.jpeg?q=70
HP Pavilion Intel Core i7 11th Gen,0,0,0,87999,102500,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kufuikw0/computer/i/o/s/14-dy0003tu-thin-and-light-laptop-hp-original-imag7k25vgcnds5f.jpeg?q=70
HP Spectre x360 Core i5 8th Gen,0,0,0,136590,151133,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/js0o9zk0/computer/h/g/2/hp-na-2-in-1-laptop-original-imafdzjsg9c7csh5.jpeg?q=70
HP Core i7 12th Gen,4,7,0,92500,101200,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/l4ssfww0/computer/t/a/s/14-dv2015tu-laptop-hp-original-imagfmagnzqxggak.jpeg?q=70
MSI WF65 Core i7 10th Gen,0,0,0,160990,179990,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kfpq5jk0/computer/6/9/h/msi-na-gaming-laptop-original-imafw3yquyytnmx7.jpeg?q=70
HP Pavilion Aero Ryzen 5 Hexa Core 5600U,4.5,199,29,67401,89992,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/krjjde80/computer/w/j/x/na-thin-and-light-laptop-hp-original-imag5bg7ngmzfkqu.jpeg?q=70
HP OMEN Core i7 11th Gen,5,3,1,118000,138399,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/kzn17680/computer/1/i/z/-original-imagbhzqahdzyx4e.jpeg?q=70
MSI Stealth GS66 Core i7 12th Gen,0,0,0,285990,313990,Intel Core i7 Processor (12th Gen),32 GB DDR5 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/m/h/r/gs66-12ugs-gaming-laptop-msi-original-imaghcps9hxybhzg.jpeg?q=70
HP 15s Pentium Gold,3.8,2605,313,29539,29632,Intel Pentium Gold Processor,4 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/kbqu4cw0/computer/t/d/f/hp-original-imaftyzafphshjge.jpeg?q=70
MSI GF63 Thin Core i5 9th Gen,4.2,701,106,62190,67990,15.6 inches Full HD IPS Thin Bezel Display (60Hz, 45% NTSC Color Gamut),Intel Core i5 Processor (9th Gen),64 bit Windows 10 Operating System,https://rukminim1.flixcart.com/image/312/312/ko7idu80/computer/x/l/i/gf63-thin-10scxr-1616in-notebook-msi-original-imag2q55h6w2avfr.jpeg?q=70
MICROSOFT Surface Laptop 3 Core i5 10th Gen,4.4,57,8,101690,104999,Intel Core i5 Processor (10th Gen),8 GB LPDDR4X RAM,128 GB SSD,https://rukminim1.flixcart.com/image/312/312/k9he0sw0/computer/m/h/d/microsoft-original-imafr9qyecvfeyta.jpeg?q=70
MICROSOFT Surface Laptop 3 Ryzen 5 Quad Core 3580U,3.8,9,0,99990,124999,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,128 GB SSD,https://rukminim1.flixcart.com/image/312/312/k9he0sw0/computer/m/h/d/microsoft-original-imafr9qyecvfeyta.jpeg?q=70
MSI Vector GP66 Core i7 12th Gen,0,0,0,205000,227990,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/r/j/m/vector-gp76-12ugso-gaming-laptop-msi-original-imaghbhzzy7gbtsa.jpeg?q=70
HP Pavilion Ryzen 5 Hexa Core 5625U,4.2,228,24,64500,72333,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l111lzk0/computer/p/f/n/15-eh2018au-thin-and-light-laptop-hp-original-imagczx55up3xzfv.jpeg?q=70
HP Intel Core i5 10th Gen,5,2,1,127000,152042,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/k8ro3gw0/computer/z/p/q/hp-na-original-imafqpnf5tthbuvh.jpeg?q=70
HP Pavilion Intel Core i7 12th Gen,4.1,20,2,93999,100100,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/l2hwwi80/computer/9/5/2/eg2036tu-thin-and-light-laptop-hp-original-imagduyqdgd5gtas.jpeg?q=70
MSI Summit E15 Core i7 11th Gen,4,3,2,135990,156990,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/kjabs7k0/computer/t/b/a/msi-original-imafywfftpgtxb9f.jpeg?q=70
HP Pavilion Intel Core i5 11th Gen,4.4,433,48,65500,71999,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ksru0sw0/computer/u/6/v/14-dv0543tu-thin-and-light-laptop-hp-original-imag69qrjzvdahum.jpeg?q=70
HP Pavilion Core i7 12th Gen,0,0,0,102000,111500,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/c/y/z/14-eh0024tu-thin-and-light-laptop-hp-original-imaghubybwgeghrt.jpeg?q=70
MSI GS Core i7 8th Gen,4.1,10,3,149990,169990,512 GB SSD for Reduced Boot Up Time and in Game Loading,Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features),Per-Key RGB Gaming Keyboard Helps in Customizing Each Key,https://rukminim1.flixcart.com/image/312/312/jfk00i80/computer/q/k/u/msi-na-gaming-laptop-original-imaf3zv7xszzuqej.jpeg?q=70
HP Pavilion Intel Core i5 11th Gen,4.6,8,1,78000,85200,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l2tcfbk0/computer/i/y/t/14-dy1050tu-thin-and-light-laptop-hp-original-image2tcbjscezyj.jpeg?q=70
HP Pavilion Intel Core i7 11th Gen,4.1,15,5,91999,99900,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l2tcfbk0/computer/i/y/t/14-dy1050tu-thin-and-light-laptop-hp-original-image2tcbjscezyj.jpeg?q=70
HP Envy 13 x360 Ryzen 5 Hexa Core 4500U,4.7,36,8,92999,95666,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kwcfngw0/computer/d/g/e/-original-imag9fgx3njnwxea.jpeg?q=70
HP Pavilion Ryzen 7 Octa Core 5825U,4.1,22,1,82000,0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l2ghgnk0/computer/t/g/j/14-ec1008au-thin-and-light-laptop-hp-original-imagdsx9uqnpahja.jpeg?q=70
HP Victus Ryzen 5 Hexa Core 5600H,5,4,1,63000,76021,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l5bd5zk0/computer/l/e/k/15-fb0040ax-gaming-laptop-hp-original-imaggyuezf9qtypd.jpeg?q=70
MSI GP76 Core i7 11th Gen,4.5,27,6,180990,201990,Pre-installed Genuine Windows 10 Home OS,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,https://rukminim1.flixcart.com/image/312/312/kr3tj0w0/computer/j/3/s/na-notebook-msi-original-imag4z5jfc9bzwyq.jpeg?q=70
HP HP Envy x360 Ryzen 7 Octa Core 5800U,0,0,0,103900,116000,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/l2ghgnk0/computer/v/3/7/-original-imagdsjsjszc65fh.jpeg?q=70
HP Pavilion Gaming Ryzen 5 Hexa Core 4600H,4.5,354,37,64500,74555,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/klb78nk0/computer/i/a/5/na-hp-original-imagygvjzzmgb6qk.jpeg?q=70
HP Pavilion Intel Core i3 11th Gen,4.4,203,18,54000,63500,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kufuikw0/computer/i/o/s/14-dy0003tu-thin-and-light-laptop-hp-original-imag7k25vgcnds5f.jpeg?q=70
HP Victus Ryzen 7 Octa Core 6800H,0,0,0,105900,111500,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l4oi4cw0/computer/l/t/q/16-e1062ax-gaming-laptop-hp-original-imagfgqgzbrzchfq.jpeg?q=70
HP Victus Core i7 11th Gen,4.4,38,4,116900,125142,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kvvad8w0/keyboard-skin/k/j/i/laptop-premium-keyboard-cover-protector-fit-with-victus-by-hp-original-imag8njdqea2ucrh.jpeg?q=70
HP OMEN Core i7 12th Gen,0,0,0,183555,189900,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/kzn17680/computer/1/i/z/-original-imagbhzqahdzyx4e.jpeg?q=70
HP Pavilion Intel Core i5 12th Gen,4.1,40,3,73950,83553,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l2hwwi80/computer/o/q/u/eg2035tu-thin-and-light-laptop-hp-original-imagdtzgzfs6gjfy.jpeg?q=70
HP Pavilion Gaming Core i7 11th Gen,4.6,10,1,104900,107500,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/krjjde80/computer/b/q/h/na-gaming-laptop-hp-original-imag5bg5uwgmhmqj.jpeg?q=70
HP Victus Ryzen 7 Octa Core 5800H,0,0,0,80249,90056,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/e/z/o/16-e0550ax-gaming-laptop-hp-original-imagjfqztvhqbyyh.jpeg?q=70
SAMSUNG Galaxy Book2 Core i5 12th Gen,4.3,9,2,77990,103490,Intel Core i5 Processor (12th Gen),8 GB LPDDR4X RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l37mtu80/computer/o/o/w/np750xee-xb1in-thin-and-light-laptop-samsung-original-imagednvzzu7t23v.jpeg?q=70
HP Pavilion Core i5 12th Gen,0,0,0,75070,80126,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/o/3/q/14-ek0074tu-thin-and-light-laptop-hp-original-imagh89bdga9fcys.jpeg?q=70
HP Victus Ryzen 7 Octa Core 5800H,0,0,0,92395,0,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kvvad8w0/keyboard-skin/k/j/i/laptop-premium-keyboard-cover-protector-fit-with-victus-by-hp-original-imag8njdqea2ucrh.jpeg?q=70
HP Core i5 11th Gen,4.2,267,15,51890,65444,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kzrbiq80/computer/v/d/d/15s-fq2626tu-thin-and-light-laptop-hp-original-imagbpb2sztfprgz.jpeg?q=70
HP Victus Ryzen 5 Hexa Core 5600H,0,0,0,84198,0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kvvad8w0/keyboard-skin/k/j/i/laptop-premium-keyboard-cover-protector-fit-with-victus-by-hp-original-imag8njdqea2ucrh.jpeg?q=70
HP Victus Ryzen 5 Hexa Core 5600H,4.3,3,1,71343,0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kwv0djk0/computer/2/u/m/16-e0162ax-gaming-laptop-hp-original-imag9g7ytxnpfvxh.jpeg?q=70
HP Athlon Dual Core 3050U,4.3,23,3,29999,0,AMD Athlon Dual Core Processor,4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/c/u/a/255-g8-notebook-hp-original-imagjhbj4jf3pjdy.jpeg?q=70
HP Victus Core i7 12th Gen,0,0,0,101000,0,Intel Core i7 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l5bd5zk0/computer/o/l/w/15-fa0353tx-gaming-laptop-hp-original-imaggytdx6zpv6qg.jpeg?q=70
HP Envy 13 Ryzen 5 Quad Core 3500U,4.3,63,11,87900,92000,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/k4irzbk0/computer/k/g/y/hp-na-2-in-1-laptop-original-imafnetfpdugtsnx.jpeg?q=70
HP Ryzen 5 Quad Core,0,0,0,52380,58500,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l0jwbrk0/computer/j/q/3/15s-laptop-hp-original-imagcbebgsrnvqxg.jpeg?q=70
HP Victus Ryzen 7 Octa Core 5800H,0,0,0,84900,93197,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l5bd5zk0/computer/l/e/k/15-fb0040ax-gaming-laptop-hp-original-imaggyuezf9qtypd.jpeg?q=70
HP MediaTek Kompanio 500,0,0,0,25999,0,MediaTek MediaTek Kompanio 500 Processor,64 GB DDR4 RAM,29.46 cm (11.6 inch) Touchscreen Display,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/o/t/u/hp-chromebook-chromebook-hp-original-imaggp8xdnzrmqhh.jpeg?q=70
HP Core i5 11th Gen,0,0,0,81500,84000,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/s/d/y/pavilion-15-laptop-hp-original-imaghrxdcurhkr9y.jpeg?q=70
HP Core i5 11th Gen,0,0,0,81500,89000,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kzx1a4w0/computer/z/5/o/victus-laptop-hp-original-imagbtheub4n5u8g.jpeg?q=70
HP Pavilion Core i7 11th Gen,0,0,0,98500,100168,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/l12h1u80/computer/9/j/a/14-dv1029tu-thin-and-light-laptop-hp-original-imagcqy2uhrzts8e.jpeg?q=70
HP Ryzen 5 Quad Core 3500U,4.4,734,74,58500,63200,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/k7nnrm80/computer/x/u/u/hp-na-thin-and-light-laptop-original-imafpue5fbugadmu.jpeg?q=70
HP 430 G8 Core i5 11th Gen,0,0,0,76690,98000,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kkoc70w0/computer/n/v/b/probook-430-g8-notebook-pc-business-laptop-hp-original-imafzyry26deagdp.jpeg?q=70
HP Pavilion Ryzen 5 Hexa Core 5500U,4.8,9,0,61490,73840,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kwcfngw0/computer/u/e/0/-original-imag9fgxqcsrfej7.jpeg?q=70
MSI GF63 Thin Core i5 10th Gen,4.1,1229,157,54450,72990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/ko7idu80/computer/x/l/i/gf63-thin-10scxr-1616in-notebook-msi-original-imag2q55h6w2avfr.jpeg?q=70
HP Victus Ryzen 7 Octa Core 5800H,0,0,0,96490,105900,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l5bd5zk0/computer/l/e/k/15-fb0040ax-gaming-laptop-hp-original-imaggyuezf9qtypd.jpeg?q=70
HP 15s Ryzen 5 Hexa Core 4500U,4.4,461,56,54000,55000,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/k7531jk0/computer/e/a/h/hp-original-imafpfs893zu5mhb.jpeg?q=70
HP 15s Core i5 11th Gen,4.4,847,80,64999,66000,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kdoup3k0/computer/e/v/p/hp-original-imafujjhdwjjh9j8.jpeg?q=70
HP Pavilion Ryzen 5 Hexa Core 5500U,4.4,256,26,53964,75023,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ksru0sw0/computer/k/o/e/15-eh1103au-thin-and-light-laptop-hp-original-imag69q3fndch3kz.jpeg?q=70
HP 14s Ryzen 3 Quad Core 4300U,4.4,1436,180,53500,53900,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kgzg8sw0/computer/z/j/j/hp-14s-fr0009au-laptop-original-imafx3rhqwgwzwgy.jpeg?q=70
HP Ryzen 7 Quad Core 3rd Gen,0,0,0,103500,128000,AMD Ryzen 7 Quad Core Processor (3rd Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kxgfzbk0/computer/x/e/w/envy-x360-2-in-1-laptop-hp-original-imag9wky7hyu4qrn.jpeg?q=70
HP Probook Core i5 11th Gen,0,0,0,86500,98000,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kwmfqfk0/computer/a/c/x/hp-probook-notebook-hp-original-imag9999ftufzyz2.jpeg?q=70
HP Envy 15 Core i5 10th Gen,0,0,0,86777,135000,Intel Core i5 Processor (10th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kfzq8i80/computer/g/f/y/hp-original-imafwbkda4fbmzua.jpeg?q=70
HP Pavilion Gaming Ryzen 5 Hexa Core AMD R5,3.9,65,7,62999,73856,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kulk9zk0/computer/f/t/w/15-ec2075ax-gaming-laptop-hp-original-imag7nyzhxqc7xhh.jpeg?q=70
MSI GF63 Thin Core i5 9th Gen,4.5,1198,150,59990,72990,Intel Core i5 Processor (9th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ke353m80/computer/p/q/m/msi-original-imafuurxjxzy4zcn.jpeg?q=70
HP OMEN Ryzen 9 Octa Core 5900H,3,4,0,139980,159999,AMD Ryzen 9 Octa Core Processor,16 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/ktx9si80/computer/r/g/i/16-c0141ax-gaming-laptop-hp-original-imag7664zybzp5e6.jpeg?q=70
MSI GF63 Thin Core i5 10th Gen,4.1,1229,157,54450,72990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/ko7idu80/computer/x/l/i/gf63-thin-10scxr-1616in-notebook-msi-original-imag2q55h6w2avfr.jpeg?q=70
HP Pavilion Core i7 11th Gen,0,0,0,98500,100168,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/l12h1u80/computer/9/j/a/14-dv1029tu-thin-and-light-laptop-hp-original-imagcqy2uhrzts8e.jpeg?q=70
HP Ryzen 5 Quad Core 3500U,4.4,734,74,58500,63200,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/k7nnrm80/computer/x/u/u/hp-na-thin-and-light-laptop-original-imafpue5fbugadmu.jpeg?q=70
HP Core i5 11th Gen,0,0,0,81500,89000,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kzx1a4w0/computer/z/5/o/victus-laptop-hp-original-imagbtheub4n5u8g.jpeg?q=70
HP Pavilion Intel Core i3 11th Gen,4.5,197,16,62500,69234,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ktketu80/computer/r/f/r/14-dy0050tu-thin-and-light-laptop-hp-original-imag6w29bs32mq2j.jpeg?q=70
HP Pavilion Intel Core i5 11th Gen,4.4,184,8,81900,83900,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kufuikw0/computer/i/o/s/14-dy0003tu-thin-and-light-laptop-hp-original-imag7k25vgcnds5f.jpeg?q=70
HP Pavilion Gaming Ryzen 5 Hexa Core 5600H,0,0,0,76500,88900,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kulk9zk0/computer/f/t/w/15-ec2075ax-gaming-laptop-hp-original-imag7nyzhxqc7xhh.jpeg?q=70
HP 430 G8 Core i5 11th Gen,0,0,0,76690,98000,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kkoc70w0/computer/n/v/b/probook-430-g8-notebook-pc-business-laptop-hp-original-imafzyry26deagdp.jpeg?q=70
HP 15s Ryzen 5 Hexa Core 4500U,4.4,461,56,54000,55000,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/k7531jk0/computer/e/a/h/hp-original-imafpfs893zu5mhb.jpeg?q=70
HP Pavilion Ryzen 5 Hexa Core 5500U,4.8,9,0,61490,73840,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kwcfngw0/computer/u/e/0/-original-imag9fgxqcsrfej7.jpeg?q=70
HP Envy Intel Core i7 11th Gen,4.5,13,1,102900,121900,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/kwmfqfk0/computer/d/a/7/13-ba1505tx-thin-and-light-laptop-hp-original-imag998yqherx66e.jpeg?q=70
HP Chromebook MediaTek Kompanio 500,3.3,7,3,21890,24846,MediaTek MediaTek Kompanio 500 Processor,64 GB DDR4 RAM,29.46 cm (11.6 inch) Display,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/t/e/z/hp-chromebook-chromebook-hp-original-imaghh43bhh8mnnd.jpeg?q=70
HP Pavilion Intel Core i5 11th Gen,4.2,22,2,79500,85000,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ktketu80/computer/r/f/r/14-dy0050tu-thin-and-light-laptop-hp-original-imag6w29bs32mq2j.jpeg?q=70
MSI GF63 Thin Core i5 9th Gen,4.5,1198,150,59990,72990,Intel Core i5 Processor (9th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ke353m80/computer/p/q/m/msi-original-imafuurxjxzy4zcn.jpeg?q=70
HP Probook Core i5 11th Gen,0,0,0,86500,98000,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kwmfqfk0/computer/a/c/x/hp-probook-notebook-hp-original-imag9999ftufzyz2.jpeg?q=70
HP Ryzen 7 Quad Core 3rd Gen,0,0,0,103500,128000,AMD Ryzen 7 Quad Core Processor (3rd Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kxgfzbk0/computer/x/e/w/envy-x360-2-in-1-laptop-hp-original-imag9wky7hyu4qrn.jpeg?q=70
HP Pavilion Ryzen 5 Hexa Core 5500U,4.4,256,26,53964,75023,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ksru0sw0/computer/k/o/e/15-eh1103au-thin-and-light-laptop-hp-original-imag69q3fndch3kz.jpeg?q=70
HP 14s Ryzen 3 Quad Core 4300U,4.4,1436,180,53500,53900,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kgzg8sw0/computer/z/j/j/hp-14s-fr0009au-laptop-original-imafx3rhqwgwzwgy.jpeg?q=70
HP Envy 15 Core i5 10th Gen,0,0,0,86777,135000,Intel Core i5 Processor (10th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kfzq8i80/computer/g/f/y/hp-original-imafwbkda4fbmzua.jpeg?q=70
HP OMEN Ryzen 9 Octa Core 5900H,3,4,0,139980,159999,AMD Ryzen 9 Octa Core Processor,16 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/ktx9si80/computer/r/g/i/16-c0141ax-gaming-laptop-hp-original-imag7664zybzp5e6.jpeg?q=70
